userId,movieId,rating
713,367,4.5
713,500,4.0
713,919,4.0
713,595,3.5
713,19,3.5
713,410,4.0
713,788,3.0
713,589,3.5
713,1,4.5
713,527,5.0
713,588,4.0
713,344,4.0
713,231,3.5
713,597,3.5
713,153,4.0
713,1073,5.0
713,480,3.5
713,356,4.5
714,1200,3.5
714,1213,4.0
714,1206,4.0
714,1073,4.5
714,586,3.5
714,587,3.0
714,2,3.5
714,253,5.0
714,924,5.0
714,111,4.0
714,353,4.0
714,410,3.5
714,145,3.5
714,593,5.0
714,260,5.0
714,480,4.0
714,296,4.5
714,589,3.5
714,1196,4.5
714,780,3.5
714,1210,4.0
714,858,5.0
714,592,3.5
714,588,4.0
714,364,4.5
714,377,3.5
714,1270,4.0
714,344,3.5
714,648,3.5
714,1089,4.0
714,1221,5.0
715,353,4.0
715,356,5.0
715,593,4.0
715,260,3.0
715,480,4.5
715,110,5.0
715,589,2.5
715,527,4.0
715,1196,3.0
715,47,3.0
715,780,3.5
715,1210,3.0
715,592,2.5
715,364,5.0
715,377,5.0
715,1270,3.5
715,648,4.0
715,344,0.5
715,1240,2.0
715,736,3.5
715,1073,4.0
715,586,5.0
715,208,4.5
715,587,3.5
715,2,4.0
715,39,5.0
715,1259,5.0
715,19,0.5
715,1246,5.0
715,62,5.0
715,594,4.5
715,508,4.5
715,158,5.0
715,552,2.5
715,1203,4.5
716,480,5.0
716,110,4.0
716,589,1.5
716,780,2.5
716,150,3.5
716,356,3.0
716,1198,3.5
716,1270,2.5
716,377,4.0
716,648,4.5
716,344,2.0
716,597,4.0
716,231,2.5
716,1097,3.5
716,586,5.0
716,587,4.0
716,2,4.5
716,410,4.5
716,158,5.0
716,552,4.5
717,260,4.0
717,480,4.0
717,110,4.5
717,296,4.5
717,589,4.5
717,1,4.0
717,1196,4.0
717,780,4.0
717,1210,4.0
717,858,4.5
717,588,4.5
717,32,4.0
717,364,4.5
717,293,4.5
717,231,3.5
717,1089,3.5
717,1240,4.0
717,541,3.5
717,1213,4.0
717,2,3.5
717,19,3.5
717,788,3.0
717,442,3.5
717,353,3.0
717,145,4.5
717,344,3.5
717,367,3.5
717,1036,4.0
717,165,3.5
717,1097,4.0
717,778,3.5
717,420,3.5
717,673,4.0
718,110,5.0
718,589,5.0
718,858,5.0
718,648,5.0
718,500,4.5
718,165,5.0
718,153,4.0
718,1240,5.0
718,1101,5.0
718,474,5.0
718,173,5.0
718,158,5.0
718,480,5.0
718,377,5.0
718,367,5.0
718,597,5.0
718,10,5.0
718,1213,5.0
718,733,5.0
718,434,5.0
718,104,5.0
718,95,5.0
718,788,5.0
718,16,5.0
718,442,5.0
718,786,5.0
719,356,4.0
719,260,4.0
719,480,4.0
719,110,4.0
719,589,4.5
719,1196,4.0
719,780,3.5
719,1210,4.0
719,588,4.5
719,1270,4.0
719,648,4.0
719,1240,3.5
719,34,2.0
719,208,3.5
719,2,4.0
719,551,4.5
719,19,4.0
719,442,3.0
719,594,3.0
719,653,4.0
719,858,2.0
719,592,2.5
719,364,4.0
719,590,4.5
719,344,4.5
719,1097,3.5
719,586,4.0
719,587,3.0
719,253,3.5
719,48,4.0
719,353,2.5
719,158,4.0
719,466,4.5
719,673,3.0
719,1215,5.0
719,1275,2.5
720,593,4.0
720,260,4.5
720,480,5.0
720,47,4.0
720,588,5.0
720,364,5.0
720,648,4.0
720,344,3.5
720,231,0.5
720,1097,0.5
720,587,5.0
720,2,4.0
720,253,3.0
720,551,5.0
720,410,3.0
720,788,0.5
720,594,0.5
720,48,5.0
720,17,4.5
720,158,3.5
721,1,5.0
721,47,4.5
721,648,3.0
721,500,3.0
721,1265,3.5
721,586,3.0
721,587,4.0
721,39,3.0
721,551,2.0
721,594,4.5
721,48,5.0
721,158,3.0
721,596,4.0
721,260,2.0
721,1196,2.0
721,457,3.5
721,588,3.5
721,364,3.5
721,1270,2.0
721,367,2.5
722,1240,4.0
722,480,4.0
722,1,5.0
722,780,3.5
722,1198,4.0
722,588,5.5
722,364,5.0
722,648,5.0
722,344,2.0
722,1097,3.5
722,1073,5.0
722,587,3.0
722,2,5.0
722,788,2.0
722,1028,4.0
722,48,5.0
722,158,3.0
722,7,5.0
722,1270,5.0
722,367,2.0
723,912,5.0
723,111,4.5
723,1263,4.5
723,261,5.0
723,431,4.5
723,441,5.0
723,785,5.0
723,585,5.0
723,671,4.5
723,902,4.0
723,170,4.5
723,1249,5.0
723,327,5.0
723,552,5.0
723,466,4.5
723,420,5.0
723,1199,4.5
723,745,4.5
723,783,4.5
723,44,2.0
723,802,5.0
723,236,5.0
723,920,5.0
723,1183,3.5
723,1204,5.0
723,1250,5.0
723,913,4.5
723,252,4.5
723,1262,5.0
723,355,4.0
723,1022,5.0
723,1059,5.0
723,1060,4.5
723,193,5.0
723,256,4.5
723,628,4.5
723,719,5.0
723,805,4.5
723,914,5.0
723,1029,5.0
723,1084,5.0
723,60,4.5
723,362,4.5
723,524,4.5
723,969,4.5
723,1172,4.5
723,1261,5.0
723,1287,5.0
723,265,5.0
723,342,4.5
724,597,3.0
724,527,4.0
724,648,5.0
724,231,4.0
724,260,5.0
724,356,5.0
724,339,5.0
724,1220,5.0
724,1200,5.0
724,410,4.0
724,587,3.5
724,592,5.0
724,588,0.5
724,858,4.0
724,1210,5.0
724,160,5.0
724,48,2.5
724,364,5.0
724,47,3.0
724,1196,5.0
724,1,4.0
725,1,5.0
725,48,0.5
725,173,2.5
725,158,3.0
725,596,5.0
725,160,2.5
725,1200,0.5
725,1148,5.0
725,7,0.5
725,586,2.5
725,587,0.5
725,39,0.5
725,919,0.5
725,19,3.0
725,520,2.5
725,589,2.5
725,1225,0.5
725,480,2.0
725,588,3.0
725,364,5.0
725,344,2.5
725,231,5.0
725,1240,3.0
726,150,5.0
726,780,5.0
726,1196,5.0
726,260,5.0
726,1,5.0
726,480,5.0
726,593,4.0
726,356,5.0
726,648,4.0
726,344,4.0
726,1270,5.0
726,527,3.5
726,589,5.0
726,110,3.0
726,377,5.0
726,380,4.5
726,588,4.0
726,592,3.5
726,858,2.0
726,1210,5.0
